Source,Target,Weight,Type
URBL,SMBVL,1,chemical
URBL,URBL,1,chemical
URBL,URXL,26,chemical
URBL,URYDL,1,chemical
URBR,ADAR,5,chemical
URBR,ADER,1,chemical
URBR,ADLR,2,chemical
URBR,AFDR,2,electrical
URBR,AVBR,1,chemical
URBR,AVDL,1,chemical
URBR,CEPDR,1,chemical
URBR,CEPVR,4,chemical
URBR,IL1DR,2,chemical
URBR,IL1R,5,chemical
URBR,IL2R,3,chemical
URBR,IL2R,4,electrical
URBR,OLLR,1,chemical
URBR,OLQDR,2,chemical
URBR,OLQDR,7,electrical
URBR,OLQVR,5,electrical
URBR,RICL,1,chemical
URBR,RICR,1,chemical
URBR,RMDL,1,chemical
URBR,RMDR,1,chemical
URBR,RMGR,8,chemical
URBR,SIADL,3,chemical
URBR,SIAVR,3,chemical
URBR,SIBDR,2,chemical
URBR,SIBVR,2,chemical
URBR,SMBDL,4,chemical
URBR,SMBVR,1,chemical
URBR,SMBVR,1,electrical
URBR,URXR,16,chemical
URXL,ADAL,6,chemical
URXL,ADFL,1,chemical
URXL,AIML,2,chemical
URXL,AIZL,1,chemical
URXL,ASHL,1,chemical
URXL,ASIL,1,chemical
URXL,AUAL,14,chemical
URXL,AVAL,1,chemical
URXL,AVBL,4,chemical
URXL,AVDR,1,chemical
URXL,AVEL,9,chemical
URXL,AVJR,4,chemical
URXL,BAGR,2,chemical
URXL,CEPDL,1,chemical
URXL,HSNR,1,chemical
URXL,IL1DL,2,chemical
URXL,IL2L,1,chemical
URXL,IL2L,1,electrical
URXL,OLQVL,2,chemical
URXL,RIAL,15,chemical
URXL,RICL,8,chemical
URXL,RIGL,6,chemical
URXL,RIR,1,chemical
URXL,RMGL,3,electrical
URXL,RMGL,5,chemical
URXL,URXL,3,chemical
URXR,ADAR,1,chemical
URXR,ADFR,4,chemical
URXR,ADLR,3,chemical
URXR,AIMR,3,chemical
URXR,ALMR,1,chemical
URXR,AUAR,3,electrical
URXR,AUAR,21,chemical
URXR,AVAR,2,chemical
URXR,AVBL,2,chemical
URXR,AVBR,3,chemical
URXR,AVER,2,chemical
URXR,AWBR,2,chemical
URXR,CEPDR,1,chemical
URXR,IL2R,4,electrical
URXR,OLQVR,2,chemical
URXR,RIAR,20,chemical
URXR,RICR,1,electrical
URXR,RICR,3,chemical
URXR,RIFR,3,chemical
URXR,RIGR,7,chemical
URXR,RIPR,10,chemical
URXR,RIR,4,chemical
URXR,RMDDL,2,chemical
URXR,RMDR,8,chemical
URXR,RMGR,5,electrical
URXR,RMGR,6,chemical
URXR,SIADL,2,chemical
URXR,SIAVR,4,chemical
URXR,SMBVR,7,chemical
URXR,URBR,8,chemical
URYDL,AIZL,1,chemical
URYDL,AVAL,2,electrical
URYDL,AVEL,1,chemical
URYDL,AVER,9,chemical
URYDL,IL1DL,3,chemical
URYDL,OLLL,3,chemical
URYDL,OLQDL,2,chemical
URYDL,RIBL,8,chemical
URYDL,RIGL,4,electrical
URYDL,RMDDR,15,chemical
URYDL,RMDVL,18,chemical
URYDL,SMDDL,2,chemical
URYDL,SMDDR,3,chemical
URYDR,AVAR,5,electrical
URYDR,AVBL,1,chemical
URYDR,AVEL,5,chemical
URYDR,AVER,2,chemical
URYDR,AWCL,1,chemical
URYDR,CEPDR,3,chemical
URYDR,IL1DR,5,chemical
URYDR,OLQDR,1,chemical
URYDR,RIBR,1,chemical
URYDR,RIGR,3,electrical
URYDR,RMDDL,9,chemical
URYDR,RMDVR,12,chemical
URYDR,RMED,7,chemical
URYDR,SMDDL,11,chemical
URYDR,SMDVR,3,chemical
URYDR,URADR,1,electrical
URYDR,URXR,1,chemical
URYDR,dBWMR2,2,chemical
URYVL,AVBR,1,chemical
URYVL,AVDR,2,chemical
URYVL,AVEL,8,chemical
URYVL,AVER,23,chemical
URYVL,AVJR,1,chemical
URYVL,CEPVL,3,chemical
URYVL,IL1VL,1,chemical
URYVL,OLLL,9,chemical
URYVL,OLLR,5,chemical
URYVL,OLQVL,9,chemical
URYVL,RIAL,2,chemical
URYVL,RIBL,9,chemical
URYVL,RIBR,3,chemical
URYVL,RID,4,chemical
URYVL,RIGL,3,electrical
URYVL,RIH,2,chemical
URYVL,RIS,1,chemical
URYVL,RMDDL,23,chemical
URYVL,RMDVR,17,chemical
URYVL,SIBVL,1,chemical
URYVL,SIBVR,4,chemical
URYVL,SMDVR,13,chemical
URYVL,URXL,2,chemical
URYVR,ADAR,1,chemical
URYVR,AVAL,2,chemical
URYVR,AVAL,2,electrical
URYVR,AVBL,5,chemical
URYVR,AVEL,26,chemical
URYVR,AVL,5,chemical
URYVR,CEPVR,1,chemical
URYVR,IL1VR,3,chemical
URYVR,RIAR,2,chemical
URYVR,RIBR,19,chemical
URYVR,RMDDR,32,chemical
URYVR,RMDL,2,chemical
URYVR,RMDVL,19,chemical
URYVR,SIBVL,5,chemical
URYVR,SIBVR,4,chemical
URYVR,SMBDR,1,chemical
URYVR,SMDVL,11,chemical
VA01,AVAL,5,electrical
VA01,AVAR,7,electrical
VA01,DA02,1,chemical
VA01,DA02,9,electrical
VA01,DD01,12,chemical
VA01,VD01,3,chemical
VA01,vBWML7,13,chemical
VA01,vBWML8,1,chemical
VA01,vBWMR7,2,chemical
VA01,vBWMR8,2,chemical
VA02,AVAL,1,chemical
VA02,AVAL,13,electrical
VA02,DA03,1,electrical
VA02,DD01,20,chemical
VA02,PLNL,2,electrical
VA02,SAAVL,1,chemical
VA02,SABD,12,electrical
VA02,VA01,2,chemical
VA02,VA03,2,chemical
VA02,VA06,1,electrical
VA02,VB01,1,chemical
VA02,VB02,1,chemical
VA02,VD01,1,chemical
VA02,VD02,1,electrical
VA02,VD02,27,chemical
VA02,hyp,1,electrical
VA02,vBWML7,1,chemical
VA02,vBWML8,10,chemical
VA02,vBWML9,3,chemical
VA02,vBWMR7,5,chemical
VA02,vBWMR8,7,chemical
VA02,vBWMR9,5,chemical
VA03,AS01,3,electrical
VA03,AS02,2,electrical
VA03,AVAL,6,electrical
VA03,AVAR,3,electrical
VA03,DA04,1,electrical
VA03,DD01,18,chemical
VA03,DD02,10,chemical
VA03,SABD,2,electrical
VA03,VA04,2,chemical
VA03,VB02,1,chemical
VA03,VB03,3,chemical
VA03,VD02,3,chemical
VA03,VD03,1,electrical
VA03,VD03,11,chemical
VA03,vBWML10,11,chemical
VA03,vBWML11,3,chemical
VA03,vBWML8,1,chemical
VA03,vBWML9,4,chemical
VA03,vBWMR10,5,chemical
VA03,vBWMR11,7,chemical
VA03,vBWMR9,3,chemical
VA04,AS02,9,electrical
VA04,AVAL,6,electrical
VA04,AVAR,1,chemical
VA04,AVAR,3,electrical
VA04,AVDL,1,chemical
VA04,AVER,1,chemical
VA04,DD02,17,chemical
VA04,VA07,1,electrical
VA04,VB03,1,electrical
VA04,VB03,8,chemical
VA04,VB04,1,chemical
VA04,VD04,8,chemical
VA04,vBWML12,5,chemical
VA04,vBWML13,3,chemical
VA04,vBWMR11,8,chemical
VA04,vBWMR12,5,chemical
VA04,vBWMR13,1,chemical
VA05,AVAL,5,electrical
VA05,AVAR,4,electrical
VA05,DD02,6,chemical
VA05,DD03,17,chemical
VA05,VA06,2,chemical
VA05,VB04,1,chemical
VA05,VD05,9,chemical
VA05,vBWML12,3,chemical
VA05,vBWML13,6,chemical
VA05,vBWMR12,6,chemical
VA05,vBWMR13,4,chemical
VA05,vBWMR14,4,chemical
VA06,AS01,3,electrical
VA06,AS01,13,chemical
VA06,AS02,1,chemical
VA06,AVAL,13,electrical
VA06,AVAR,1,chemical
VA06,DA02,3,electrical
VA06,DA03,1,electrical
VA06,DD03,21,chemical
VA06,VA02,1,electrical
VA06,VA05,2,chemical
VA06,VB04,1,chemical
VA06,VB05,7,chemical
VA06,VD05,3,chemical
VA06,VD06,6,chemical
VA06,vBWML13,2,chemical
VA06,vBWML14,10,chemical
VA06,vBWML15,1,chemical
VA06,vBWMR12,2,chemical
VA06,vBWMR13,1,chemical
VA06,vBWMR14,5,chemical
VA06,vBWMR15,1,chemical
VA07,AS01,1,chemical
VA07,AS02,10,chemical
VA07,AS03,3,chemical
VA07,AVAL,2,electrical
VA07,AVAR,5,electrical
VA07,DD03,3,chemical
VA07,DD04,17,chemical
VA07,VA04,1,electrical
VA07,VB06,1,chemical
VA07,VD06,2,chemical
VA07,VD07,13,chemical
VA07,vBWML14,2,chemical
VA07,vBWML15,8,chemical
VA07,vBWML16,6,chemical
VA07,vBWMR14,3,chemical
VA07,vBWMR15,10,chemical
VA07,vBWMR16,2,chemical
VA08,AS02,1,chemical
VA08,AS03,4,chemical
VA08,AS04,11,chemical
VA08,AS05,3,chemical
VA08,AVAL,2,electrical
VA08,AVAR,2,electrical
VA08,DD04,9,chemical
VA08,DD05,9,chemical
VA08,VB06,1,chemical
VA08,VD07,2,chemical
VA08,VD08,3,chemical
VA08,VD09,3,chemical
VA08,vBWML16,3,chemical
VA08,vBWML17,4,chemical
VA08,vBWML18,4,chemical
VA08,vBWMR15,1,chemical
VA08,vBWMR16,3,chemical
VA08,vBWMR17,4,chemical
VA08,vBWMR18,4,chemical
VA09,AS06,5,chemical
VA09,AS07,3,chemical
VA09,AVAL,4,electrical
VA09,AVAR,5,electrical
VA09,DD04,6,chemical
VA09,DD05,6,chemical
VA09,DD06,6,chemical
VA09,VB07,1,chemical
VA09,VB08,1,chemical
VA09,VD09,2,chemical
VA09,VD10,3,chemical
VA09,VD11,3,chemical
VA09,vBWML17,3,chemical
VA09,vBWML18,4,chemical
VA09,vBWML19,4,chemical
VA09,vBWMR17,3,chemical
VA09,vBWMR18,4,chemical
VA09,vBWMR19,4,chemical
VA10,AS06,3,chemical
VA10,AS07,6,chemical
VA10,AVAL,6,electrical
VA10,AVAR,4,electrical
VA10,AVDL,1,electrical
VA10,DA08,2,electrical
VA10,DA09,1,electrical
VA10,DB07,1,electrical
VA10,DD05,9,chemical
VA10,DD06,9,chemical
VA10,PVDL,1,electrical
VA10,VB08,1,chemical
VA10,VB09,1,chemical
VA10,VD10,2,chemical
VA10,VD11,3,chemical
VA10,VD12,3,chemical
VA10,hyp,2,electrical
VA10,vBWML18,3,chemical
VA10,vBWML19,4,chemical
VA10,vBWML20,4,chemical
VA10,vBWMR18,3,chemical
VA10,vBWMR19,3,chemical
VA10,vBWMR20,3,chemical
VA10,vBWMR21,2,chemical
VA11,AS07,2,chemical
VA11,AS08,10,chemical
VA11,AS09,1,chemical
VA11,AS11,1,electrical
VA11,AVAL,2,electrical
VA11,AVAR,16,electrical
VA11,AVBL,1,electrical
VA11,AVBR,3,electrical
VA11,AVFL,1,electrical
VA11,AVHR,1,electrical
VA11,AVJR,2,electrical
VA11,DA09,3,electrical
VA11,DD06,19,chemical
VA11,DVA,1,electrical
VA11,PVCR,3,electrical
VA11,PVNR,1,chemical
VA11,PVPL,6,electrical
VA11,VA12,1,electrical
VA11,VB10,3,electrical
VA11,VB10,6,chemical
VA11,VD11,5,chemical
VA11,VD12,3,chemical
VA11,hyp,1,electrical
VA11,vBWML19,3,chemical
VA11,vBWML20,4,chemical
VA11,vBWML21,4,chemical
VA11,vBWMR20,3,chemical
VA11,vBWMR21,3,chemical
VA11,vBWMR22,3,chemical
VA11,vBWMR23,2,chemical
VA12,AS08,2,chemical
VA12,AS09,8,chemical
VA12,AS10,3,electrical
VA12,AS10,6,chemical
VA12,AS11,6,chemical
VA12,AVAL,3,chemical
VA12,AVAR,3,electrical
VA12,DA08,6,electrical
VA12,DA08,9,chemical
VA12,DA09,1,electrical
VA12,DA09,17,chemical
VA12,DB07,10,chemical
VA12,DD06,2,chemical
VA12,DD06,7,electrical
VA12,LUAL,2,chemical
VA12,PHCL,1,electrical
VA12,PHCR,1,chemical
VA12,PVCL,3,chemical
VA12,PVCL,18,electrical
VA12,PVCR,4,chemical
VA12,PVCR,8,electrical
VA12,PVPL,1,electrical
VA12,VA11,1,electrical
VA12,VA11,4,chemical
VA12,VB11,4,chemical
VA12,VB11,7,electrical
VA12,VD12,7,chemical
VA12,VD12,8,electrical
VA12,VD13,6,electrical
VA12,VD13,12,chemical
VA12,hyp,2,chemical
VA12,vBWML21,3,chemical
VA12,vBWML22,4,chemical
VA12,vBWML23,4,chemical
VA12,vBWMR22,3,chemical
VA12,vBWMR23,4,chemical
VA12,vBWMR24,4,chemical
VB01,ADAL,5,chemical
VB01,AIBR,2,chemical
VB01,AVBL,1,electrical
VB01,AVFR,1,electrical
VB01,DD01,1,chemical
VB01,RIML,10,chemical
VB01,RMFL,10,chemical
VB01,SAADL,18,chemical
VB01,SMBVL,3,chemical
VB01,VA01,7,chemical
VB01,VA02,2,chemical
VB01,VA03,2,chemical
VB01,VA04,2,chemical
VB01,VB02,2,electrical
VB01,VD01,4,chemical
VB01,VD02,2,chemical
VB01,vBWML7,2,chemical
VB01,vBWMR7,5,chemical
VB01,vBWMR9,1,chemical
VB02,AVBL,14,electrical
VB02,AVBR,6,electrical
VB02,AVEL,1,chemical
VB02,DD01,30,chemical
VB02,DD02,1,chemical
VB02,VA02,5,chemical
VB02,VA03,11,chemical
VB02,VB01,2,electrical
VB02,VB03,10,electrical
VB02,VB04,1,electrical
VB02,VC02,1,chemical
VB02,VD02,14,chemical
VB02,VD03,4,chemical
VB02,vBWML10,4,chemical
VB02,vBWML11,1,chemical
VB02,vBWML8,2,chemical
VB02,vBWML9,14,chemical
VB02,vBWMR10,10,chemical
VB02,vBWMR11,6,chemical
VB02,vBWMR8,6,chemical
VB03,AVBR,7,electrical
VB03,DB01,5,electrical
VB03,DD02,36,chemical
VB03,VA04,1,electrical
VB03,VA04,10,chemical
VB03,VA05,1,chemical
VB03,VB02,10,electrical
VB03,VB04,1,electrical
VB03,VD03,4,chemical
VB03,VD04,6,chemical
VB03,vBWML10,1,chemical
VB03,vBWML11,8,chemical
VB03,vBWML12,8,chemical
VB03,vBWML13,3,chemical
VB03,vBWMR10,4,chemical
VB03,vBWMR11,6,chemical
VB03,vBWMR12,8,chemical
VB03,vBWMR13,4,chemical
VB04,AVBL,3,electrical
VB04,AVBR,5,electrical
VB04,AVG,1,chemical
VB04,DB02,1,electrical
VB04,DD02,7,chemical
VB04,DD03,13,chemical
VB04,DVA,1,electrical
VB04,VA04,1,chemical
VB04,VA05,1,chemical
VB04,VB02,1,electrical
VB04,VB03,1,electrical
VB04,VB05,1,chemical
VB04,VB05,1,electrical
VB04,VD04,1,chemical
VB04,VD05,3,chemical
VB04,vBWML12,3,chemical
VB04,vBWML13,5,chemical
VB04,vBWMR12,3,chemical
VB04,vBWMR13,3,chemical
VB04,vBWMR14,4,chemical
VB05,AVBL,3,electrical
VB05,AVBR,3,electrical
VB05,DD03,34,chemical
VB05,VA06,2,chemical
VB05,VB04,1,electrical
VB05,VB06,5,electrical
VB05,VD06,10,chemical
VB05,vBWML12,3,chemical
VB05,vBWML13,1,chemical
VB05,vBWML14,8,chemical
VB05,vBWML15,7,chemical
VB05,vBWMR13,7,chemical
VB05,vBWMR14,6,chemical
VB05,vBWMR15,1,chemical
VB06,AVBL,3,electrical
VB06,AVBR,4,electrical
VB06,DB03,1,electrical
VB06,DD04,32,chemical
VB06,PVNR,1,chemical
VB06,VA07,3,chemical
VB06,VA08,2,chemical
VB06,VB05,5,electrical
VB06,VB07,5,electrical
VB06,VD06,1,chemical
VB06,VD07,22,chemical
VB06,vBWML15,4,chemical
VB06,vBWML16,3,chemical
VB06,vBWMR14,6,chemical
VB06,vBWMR15,12,chemical
VB06,vBWMR16,4,chemical
VB07,AVBL,4,electrical
VB07,AVBR,3,electrical
VB07,DD05,29,chemical
VB07,VA09,1,chemical
VB07,VA10,1,chemical
VB07,VB06,5,electrical
VB07,VB08,5,electrical
VB07,VD08,5,chemical
VB07,VD09,6,chemical
VB07,vBWML16,4,chemical
VB07,vBWML17,4,chemical
VB07,vBWML18,4,chemical
VB07,vBWMR16,4,chemical
VB07,vBWMR17,4,chemical
VB07,vBWMR18,4,chemical
VB08,AVBL,3,electrical
VB08,AVBR,4,electrical
VB08,DD05,10,chemical
VB08,DD06,19,chemical
VB08,VA11,2,chemical
VB08,VB07,5,electrical
VB08,VB09,5,electrical
VB08,VD09,5,chemical
VB08,VD10,6,chemical
VB08,vBWML18,4,chemical
VB08,vBWML19,4,chemical
VB08,vBWML20,4,chemical
VB08,vBWMR18,4,chemical
VB08,vBWMR19,4,chemical
VB08,vBWMR20,4,chemical
VB09,AVBL,4,electrical
VB09,AVBR,3,electrical
VB09,DD05,10,chemical
VB09,DD06,19,chemical
VB09,PDER,7,electrical
VB09,VA11,2,chemical
VB09,VB08,5,electrical
VB09,VB10,5,electrical
VB09,VD10,5,chemical
VB09,VD11,6,chemical
VB09,vBWML19,4,chemical
VB09,vBWML20,4,chemical
VB09,vBWML21,4,chemical
VB09,vBWMR19,4,chemical
VB09,vBWMR20,4,chemical
VB09,vBWMR21,4,chemical
VB10,AVBL,3,electrical
VB10,AVBR,4,electrical
VB10,AVKL,1,electrical
VB10,DD06,19,chemical
VB10,PDEL,1,electrical
VB10,PDER,4,electrical
VB10,PVCL,2,electrical
VB10,PVCR,1,electrical
VB10,PVT,1,chemical
VB10,VA11,3,chemical
VB10,VA11,3,electrical
VB10,VB09,5,electrical
VB10,VB11,4,electrical
VB10,VD11,1,electrical
VB10,VD11,7,chemical
VB10,VD12,1,electrical
VB10,VD12,6,chemical
VB10,vBWML20,4,chemical
VB10,vBWML21,4,chemical
VB10,vBWML22,4,chemical
VB10,vBWMR20,4,chemical
VB10,vBWMR21,4,chemical
VB10,vBWMR22,4,chemical
VB11,AS11,1,electrical
VB11,AVAL,2,electrical
VB11,AVBL,5,electrical
VB11,AVBR,6,electrical
VB11,DA09,1,electrical
VB11,DD06,19,chemical
VB11,PDEL,4,electrical
VB11,PVCL,4,electrical
VB11,PVCR,1,chemical
VB11,PVCR,2,electrical
VB11,PVWL,1,chemical
VB11,PVWR,1,chemical
VB11,VA12,5,chemical
VB11,VA12,7,electrical
VB11,VB10,4,electrical
VB11,VD12,2,chemical
VB11,VD13,22,chemical
VB11,hyp,1,electrical
VB11,vBWML21,4,chemical
VB11,vBWML22,4,chemical
VB11,vBWML23,4,chemical
VB11,vBWMR21,4,chemical
VB11,vBWMR22,4,chemical
VB11,vBWMR23,4,chemical
VC01,AVFL,1,chemical
VC01,AVL,2,chemical
VC01,DD01,1,electrical
VC01,DD01,6,chemical
VC01,DD02,8,chemical
VC01,DD03,8,chemical
VC01,DVC,1,chemical
VC01,PVPR,1,chemical
VC01,PVPR,1,electrical
VC01,PVT,4,chemical
VC01,VC02,4,chemical
VC01,VC02,12,electrical
VC01,VC03,2,chemical
VC01,VC03,7,electrical
VC01,VD01,5,chemical
VC01,VD02,1,chemical
VC01,VD03,2,chemical
VC01,VD04,4,chemical
VC01,VD05,4,chemical
VC01,VD06,1,chemical
VC01,vBWML11,1,chemical
VC01,vBWML7,1,chemical
VC01,vBWML9,1,chemical
VC01,vBWMR12,3,chemical
VC02,DB04,1,chemical
VC02,DD01,6,chemical
VC02,DD02,4,chemical
VC02,DD03,8,chemical
VC02,DVC,3,chemical
VC02,PVCL,1,chemical
VC02,PVPR,1,chemical
VC02,PVQR,1,chemical
VC02,PVT,6,chemical
VC02,VC01,3,chemical
VC02,VC01,12,electrical
VC02,VC02,1,electrical
VC02,VC03,3,electrical
VC02,VC03,4,chemical
VC02,VD01,1,electrical
VC02,VD01,2,chemical
VC02,VD02,3,chemical
VC02,VD04,6,chemical
VC02,VD05,4,chemical
VC02,VD06,2,chemical
VC02,vBWML11,1,chemical
VC02,vBWML13,1,chemical
VC02,vBWML14,3,chemical
VC02,vBWML8,2,chemical
VC02,vBWML9,4,chemical
VC02,vBWMR11,1,chemical
VC02,vBWMR12,1,chemical
VC02,vBWMR13,3,chemical
VC02,vBWMR8,1,chemical
VC02,vBWMR9,2,chemical
VC03,AVBL,1,chemical
VC03,AVJL,1,chemical
VC03,AVL,1,chemical
VC03,DD01,1,chemical
VC03,DD02,3,chemical
VC03,DD03,5,chemical
VC03,HSNR,1,chemical
VC03,PVNR,1,chemical
VC03,PVPR,2,chemical
VC03,PVQR,2,chemical
VC03,PVT,1,electrical
VC03,PVT,5,chemical
VC03,SABVL,1,chemical
VC03,VB02,1,chemical
VC03,VB04,1,chemical
VC03,VC01,5,chemical
VC03,VC01,7,electrical
VC03,VC02,2,chemical
VC03,VC02,3,electrical
VC03,VC04,4,electrical
VC03,VD01,2,chemical
VC03,VD02,1,chemical
VC03,VD03,2,chemical
VC03,VD04,3,chemical
VC03,VD05,3,chemical
VC03,VD06,5,chemical
VC03,VD07,8,chemical
VC03,vBWML11,1,chemical
VC03,vBWML12,1,chemical
VC03,vBWML13,1,chemical
VC03,vBWML14,1,chemical
VC03,vBWML15,3,chemical
VC03,vBWML16,2,chemical
VC03,vBWMR11,2,chemical
VC03,vBWMR13,1,chemical
VC03,vBWMR15,2,chemical
VC03,vm2aL,2,electrical
VC03,vm2aR,2,electrical
VC03,vm2pL,2,electrical
VC03,vm2pR,2,electrical
VC04,AVBR,1,chemical
VC04,AVHR,1,chemical
VC04,VC03,1,chemical
VC04,VC03,4,electrical
VC04,VC05,2,chemical
VC04,VC05,4,electrical
VC04,vBWML16,1,chemical
VC04,vBWMR16,3,chemical
VC04,vm2aL,2,chemical
VC04,vm2aR,3,chemical
VC04,vm2pL,2,chemical
VC04,vm2pR,2,chemical
VC05,AVFL,1,electrical
VC05,AVFL,2,chemical
VC05,AVFR,1,chemical
VC05,DVC,3,chemical
VC05,HSNL,1,chemical
VC05,HSNR,3,chemical
VC05,PVR,1,chemical
VC05,PVT,1,chemical
VC05,VC04,4,chemical
VC05,VC04,4,electrical
VC05,VC05,6,chemical
VC05,VC06,4,electrical
VC05,vBWML15,4,chemical
VC05,vBWML16,1,chemical
VC05,vm2aL,2,chemical
VC05,vm2aR,2,chemical
VC05,vm2pL,3,chemical
VC05,vm2pR,2,chemical
VC06,AVG,1,chemical
VC06,AVL,2,chemical
VC06,AVL,2,electrical
VC06,DD06,2,chemical
VC06,DVC,1,electrical
VC06,PVNR,1,electrical
VC06,PVNR,2,chemical
VC06,PVPR,1,electrical
VC06,PVT,2,electrical
VC06,VC05,4,electrical
VC06,VD11,5,chemical
VC06,VD12,1,electrical
VC06,VD12,3,chemical
VC06,vBWML17,1,chemical
VC06,vBWMR17,1,chemical
VD01,DD01,2,chemical
VD01,DVC,2,electrical
VD01,RIGL,3,electrical
VD01,RIGR,2,electrical
VD01,SAAVL,1,chemical
VD01,SMDDR,5,electrical
VD01,VA01,8,chemical
VD01,VB01,5,chemical
VD01,VC02,1,electrical
VD01,VD02,4,electrical
VD01,vBWML7,11,chemical
VD01,vBWML8,3,chemical
VD02,AS01,1,chemical
VD02,AS01,23,electrical
VD02,AVEL,1,chemical
VD02,DD01,1,chemical
VD02,DD01,3,electrical
VD02,VA02,1,electrical
VD02,VA02,12,chemical
VD02,VB02,4,chemical
VD02,VD01,4,electrical
VD02,VD02,3,electrical
VD02,VD03,7,electrical
VD02,dBWML9,1,electrical
VD02,vBWML7,2,chemical
VD02,vBWML8,8,chemical
VD02,vBWML9,12,chemical
VD02,vBWMR7,3,chemical
VD02,vBWMR8,12,chemical
VD02,vBWMR9,5,chemical
VD03,DD01,4,electrical
VD03,DD01,6,chemical
VD03,DD02,1,electrical
VD03,VA03,1,electrical
VD03,VA03,4,chemical
VD03,VB02,2,chemical
VD03,VB03,1,chemical
VD03,VD02,7,electrical
VD03,VD04,6,electrical
VD03,vBWML10,6,chemical
VD03,vBWML11,8,chemical
VD03,vBWMR10,6,chemical
VD03,vBWMR11,12,chemical
VD04,DD02,2,electrical
VD04,VA04,1,chemical
VD04,VB03,2,chemical
VD04,VD03,6,electrical
VD04,VD05,1,electrical
VD04,vBWML12,5,chemical
VD04,vBWML13,6,chemical
VD04,vBWMR11,4,chemical
VD04,vBWMR12,4,chemical
VD04,vBWMR13,3,chemical
VD05,AVAR,1,chemical
VD05,DD02,1,electrical
VD05,SAAVL,1,chemical
VD05,VA05,2,chemical
VD05,VA06,1,chemical
VD05,VB01,1,chemical
VD05,VB04,2,chemical
VD05,VD04,1,electrical
VD05,VD06,10,electrical
VD05,vBWML12,4,chemical
VD05,vBWML13,7,chemical
VD05,vBWML14,1,chemical
VD05,vBWMR12,3,chemical
VD05,vBWMR13,10,chemical
VD06,AVAL,1,chemical
VD06,PVNR,1,chemical
VD06,VA06,3,chemical
VD06,VB05,1,chemical
VD06,VD05,10,electrical
VD06,VD07,15,electrical
VD06,vBWML13,1,chemical
VD06,vBWML14,10,chemical
VD06,vBWML15,3,chemical
VD06,vBWML16,1,chemical
VD06,vBWMR13,4,chemical
VD06,vBWMR14,7,chemical
VD06,vBWMR15,1,chemical
VD07,VA07,2,chemical
VD07,VB06,2,chemical
VD07,VB07,1,chemical
VD07,VD06,15,electrical
VD07,VD08,6,electrical
VD07,vBWML14,1,chemical
VD07,vBWML15,8,chemical
VD07,vBWML16,7,chemical
VD07,vBWMR14,6,chemical
VD07,vBWMR15,7,chemical
VD07,vBWMR16,1,chemical
VD08,VA08,2,chemical
VD08,VA09,1,chemical
VD08,VB07,2,chemical
VD08,VD07,6,electrical
VD08,VD09,6,electrical
VD08,vBWML15,4,chemical
VD08,vBWML16,4,chemical
VD08,vBWML17,4,chemical
VD08,vBWMR16,4,chemical
VD08,vBWMR17,4,chemical
VD08,vBWMR18,4,chemical
VD09,PDER,5,electrical
VD09,PVDR,1,electrical
VD09,VA09,3,chemical
VD09,VB08,2,chemical
VD09,VD08,6,electrical
VD09,VD10,6,electrical
VD09,vBWML17,4,chemical
VD09,vBWML18,4,chemical
VD09,vBWML19,4,chemical
VD09,vBWMR18,4,chemical
VD09,vBWMR19,4,chemical
VD09,vBWMR20,4,chemical
VD10,VA10,2,chemical
VD10,VB09,1,chemical
VD10,VD09,6,electrical
VD10,VD11,6,electrical
VD10,vBWML18,4,chemical
VD10,vBWML19,4,chemical
VD10,vBWML20,4,chemical
VD10,vBWMR19,4,chemical
VD10,vBWMR20,4,chemical
VD10,vBWMR21,4,chemical
VD11,AVAR,1,electrical
VD11,AVAR,2,chemical
VD11,AVL,1,electrical
VD11,DA07,2,electrical
VD11,DD06,2,chemical
VD11,DD06,3,electrical
VD11,DVB,2,electrical
VD11,DVC,1,electrical
VD11,PVPL,1,electrical
VD11,PVT,1,chemical
VD11,PVT,3,electrical
VD11,VA11,2,chemical
VD11,VB10,1,chemical
VD11,VB10,1,electrical
VD11,VD10,6,electrical
VD11,VD12,6,electrical
VD11,hyp,2,electrical
VD11,vBWML19,4,chemical
VD11,vBWML20,4,chemical
VD11,vBWML21,4,chemical
VD11,vBWMR20,4,chemical
VD11,vBWMR21,4,chemical
VD11,vBWMR22,4,chemical
VD12,AVFL,3,electrical
VD12,AVHL,8,electrical
VD12,AVHR,13,electrical
VD12,AVL,2,electrical
VD12,DD06,2,chemical
VD12,DD06,14,electrical
VD12,PVCR,1,electrical
VD12,PVNL,1,electrical
VD12,PVPR,35,electrical
VD12,PVT,4,electrical
VD12,PVWL,6,electrical
VD12,VA11,3,chemical
VD12,VA12,8,electrical
VD12,VA12,13,chemical
VD12,VB10,1,electrical
VD12,VB11,1,chemical
VD12,VC06,1,electrical
VD12,VD11,6,electrical
VD12,VD13,6,electrical
VD12,hyp,5,electrical
VD12,vBWML20,4,chemical
VD12,vBWML21,4,chemical
VD12,vBWML22,4,chemical
VD12,vBWMR21,4,chemical
VD12,vBWMR22,4,chemical
VD12,vBWMR23,4,chemical
VD13,AVAR,2,chemical
VD13,AVL,5,electrical
VD13,DA09,2,electrical
VD13,DD06,2,electrical
VD13,DD06,3,chemical
VD13,DVB,5,electrical
VD13,DVC,1,electrical
VD13,PDB,4,electrical
